               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,           0.0096255,           0.0045312,                   0,              0.9547,                   1,              0.9908,             0.76293,            0.014154,           0.0056329,                   0,            0.001198,            0.001198,            0.001198
                 154,           0.0097494,           0.0042634,                   0,             0.96268,             0.99231,             0.99237,             0.76244,            0.014082,            0.005483,                   0,           0.0011812,           0.0011812,           0.0011812
                 155,           0.0096943,           0.0044111,                   0,             0.95569,                   1,               0.993,             0.77154,            0.013808,             0.00525,                   0,           0.0011645,           0.0011645,           0.0011645
                 156,           0.0097266,           0.0043546,                   0,             0.97736,                   1,             0.99385,             0.76237,             0.01451,            0.005158,                   0,           0.0011479,           0.0011479,           0.0011479
                 157,           0.0096091,           0.0042132,                   0,             0.96295,             0.99971,             0.99312,             0.76164,            0.014075,           0.0052732,                   0,           0.0011315,           0.0011315,           0.0011315
                 158,            0.009876,           0.0042088,                   0,             0.98357,             0.97692,             0.99194,             0.75936,            0.014396,           0.0053556,                   0,           0.0011151,           0.0011151,           0.0011151
                 159,           0.0094325,           0.0041685,                   0,             0.97727,             0.99219,             0.99352,             0.74243,            0.014579,           0.0051666,                   0,           0.0010989,           0.0010989,           0.0010989
                 160,            0.009196,           0.0041153,                   0,             0.96237,             0.99231,             0.99264,             0.74883,            0.014381,           0.0053594,                   0,           0.0010828,           0.0010828,           0.0010828
                 161,           0.0090936,             0.00407,                   0,             0.96162,             0.97692,             0.99036,             0.75606,            0.014383,           0.0056434,                   0,           0.0010668,           0.0010668,           0.0010668
                 162,           0.0094272,           0.0042645,                   0,              0.9618,             0.97692,             0.99056,             0.75117,            0.014287,           0.0058315,                   0,           0.0010509,           0.0010509,           0.0010509
